vertex,one,Q_one,Q2_one,Q3_one
144,1,14,120,1024
145,1,2,16,136
146,1,2,16,136
147,1,2,16,136
148,1,2,16,136
149,1,2,16,136
150,1,2,16,136
151,1,2,12,100
152,1,2,12,100
153,1,14,120,1024
154,1,2,16,136
155,1,2,16,136
156,1,2,16,136
157,1,2,16,136
158,1,2,16,136
159,1,2,16,136
160,1,14,120,1024
161,1,2,16,136
162,1,2,16,136
163,1,2,16,136
164,1,2,16,136
165,1,2,16,136
166,1,2,16,136
167,1,2,12,100
168,1,2,12,100
169,1,14,120,1024
170,1,2,16,136
171,1,2,16,136
172,1,2,16,136
173,1,2,16,136
174,1,2,16,136
175,1,2,16,136
176,1,14,120,1024
177,1,2,16,136
178,1,2,16,136
179,1,2,16,136
180,1,2,16,136
181,1,2,16,136
182,1,2,16,136
183,1,2,12,100
184,1,2,12,100
185,1,14,120,1024
186,1,2,16,136
187,1,2,16,136
188,1,2,16,136
189,1,2,16,136
190,1,2,16,136
191,1,2,16,136
192,1,14,120,1024
193,1,2,16,136
194,1,2,16,136
195,1,2,16,136
196,1,2,16,136
197,1,2,16,136
198,1,2,16,136
199,1,14,120,1024
200,1,2,16,136
201,1,2,16,136
202,1,2,16,136
203,1,2,16,136
204,1,2,16,136
205,1,2,16,136
206,1,2,12,100
207,1,2,12,100
208,1,14,120,1024
209,1,2,16,136
210,1,2,16,136
211,1,2,16,136
212,1,2,16,136
213,1,2,16,136
214,1,2,16,136
215,1,14,120,1024
216,1,2,16,136
217,1,2,16,136
218,1,2,16,136
219,1,2,16,136
220,1,2,16,136
221,1,2,16,136
222,1,2,12,100
223,1,2,12,100
224,1,14,120,1024
225,1,2,16,136
226,1,2,16,136
227,1,2,16,136
228,1,2,16,136
229,1,2,16,136
230,1,2,16,136
231,1,14,120,1024
232,1,2,16,136
233,1,2,16,136
234,1,2,16,136
235,1,2,16,136
236,1,2,16,136
237,1,2,16,136
238,1,2,12,100
239,1,2,12,100
240,1,14,120,1024
241,1,2,16,136
242,1,2,16,136
243,1,2,16,136
244,1,2,16,136
245,1,2,16,136
246,1,2,16,136
247,1,14,120,1024
248,1,2,16,136
249,1,2,16,136
250,1,2,16,136
251,1,2,16,136
252,1,2,16,136
253,1,2,16,136
254,1,2,12,100
255,1,2,12,100
256,1,14,120,1024
257,1,2,16,136
258,1,2,16,136
259,1,2,16,136
260,1,2,16,136
261,1,2,16,136
262,1,2,16,136
263,1,14,120,1024
264,1,2,16,136
265,1,2,16,136
266,1,2,16,136
267,1,2,16,136
268,1,2,16,136
269,1,2,16,136
270,1,2,12,100
271,1,2,12,100
272,1,14,120,1024
273,1,2,16,136
274,1,2,16,136
275,1,2,16,136
276,1,2,16,136
277,1,2,16,136
278,1,2,16,136
279,1,14,120,1024
280,1,2,16,136
281,1,2,16,136
282,1,2,16,136
283,1,2,16,136
284,1,2,16,136
285,1,2,16,136
286,1,2,12,100
287,1,2,12,100
