vertex,one,Q_one,Q2_one,Q3_one
145,1,2,16,136
146,1,14,120,1024
147,1,2,16,136
148,1,2,16,136
149,1,2,16,136
150,1,2,16,136
151,1,2,16,136
152,1,2,16,136
153,1,2,12,100
154,1,2,12,100
155,1,14,120,1024
156,1,2,16,136
157,1,2,16,136
158,1,2,16,136
159,1,2,16,136
160,1,2,16,136
161,1,2,16,136
162,1,14,120,1024
163,1,2,16,136
164,1,2,16,136
165,1,2,16,136
166,1,2,16,136
167,1,2,16,136
168,1,2,16,136
169,1,2,12,100
170,1,2,12,100
171,1,14,120,1024
172,1,2,16,136
173,1,2,16,136
174,1,2,16,136
175,1,2,16,136
176,1,2,16,136
177,1,2,16,136
178,1,14,120,1024
179,1,2,16,136
180,1,2,16,136
181,1,2,16,136
182,1,2,16,136
183,1,2,16,136
184,1,2,16,136
185,1,2,12,100
186,1,2,12,100
187,1,14,120,1024
188,1,2,16,136
189,1,2,16,136
190,1,2,16,136
191,1,2,16,136
192,1,2,16,136
193,1,2,16,136
194,1,14,120,1024
195,1,2,16,136
196,1,2,16,136
197,1,2,16,136
198,1,2,16,136
199,1,2,16,136
200,1,2,16,136
201,1,2,12,100
202,1,2,12,100
203,1,14,120,1024
204,1,2,16,136
205,1,2,16,136
206,1,2,16,136
207,1,2,16,136
208,1,2,16,136
209,1,2,16,136
210,1,14,120,1024
211,1,2,16,136
212,1,2,16,136
213,1,2,16,136
214,1,2,16,136
215,1,2,16,136
216,1,2,16,136
217,1,2,12,100
218,1,2,12,100
219,1,14,120,1024
220,1,2,16,136
221,1,2,16,136
222,1,2,16,136
223,1,2,16,136
224,1,2,16,136
225,1,2,16,136
226,1,14,120,1024
227,1,2,16,136
228,1,2,16,136
229,1,2,16,136
230,1,2,16,136
231,1,2,16,136
232,1,2,16,136
233,1,2,12,100
234,1,2,12,100
235,1,14,120,1024
236,1,2,16,136
237,1,2,16,136
238,1,2,16,136
239,1,2,16,136
240,1,2,16,136
241,1,2,16,136
242,1,14,120,1024
243,1,2,16,136
244,1,2,16,136
245,1,2,16,136
246,1,2,16,136
247,1,2,16,136
248,1,2,16,136
249,1,2,12,100
250,1,2,12,100
251,1,14,120,1024
252,1,2,16,136
253,1,2,16,136
254,1,2,16,136
255,1,2,16,136
256,1,2,16,136
257,1,2,16,136
258,1,14,120,1024
259,1,2,16,136
260,1,2,16,136
261,1,2,16,136
262,1,2,16,136
263,1,2,16,136
264,1,2,16,136
265,1,2,12,100
266,1,2,12,100
267,1,14,120,1024
268,1,2,16,136
269,1,2,16,136
270,1,2,16,136
271,1,2,16,136
272,1,2,16,136
273,1,2,16,136
274,1,14,120,1024
275,1,2,16,136
276,1,2,16,136
277,1,2,16,136
278,1,2,16,136
279,1,2,16,136
280,1,2,16,136
281,1,2,12,100
282,1,2,12,100
283,1,14,120,1024
284,1,2,16,136
285,1,2,16,136
286,1,2,16,136
287,1,2,16,136
288,1,2,16,136
289,1,2,16,136
290,1,14,120,1024
291,1,2,16,136
292,1,2,16,136
293,1,2,16,136
294,1,2,16,136
295,1,2,16,136
296,1,2,16,136
297,1,14,120,1024
298,1,2,16,136
299,1,2,16,136
300,1,2,16,136
301,1,2,16,136
302,1,2,16,136
303,1,2,16,136
304,1,14,120,1024
305,1,2,16,136
306,1,2,16,136
307,1,2,16,136
308,1,2,16,136
309,1,2,16,136
310,1,2,16,136
311,1,2,12,100
312,1,2,12,100
313,1,14,120,1024
314,1,2,16,136
315,1,2,16,136
316,1,2,16,136
317,1,2,16,136
318,1,2,16,136
319,1,2,16,136
320,1,14,120,1024
321,1,2,16,136
322,1,2,16,136
323,1,2,16,136
324,1,2,16,136
325,1,2,16,136
326,1,2,16,136
327,1,2,12,100
328,1,2,12,100
329,1,14,120,1024
330,1,2,16,136
331,1,2,16,136
332,1,2,16,136
333,1,2,16,136
334,1,2,16,136
335,1,2,16,136
336,1,14,120,1024
337,1,2,16,136
338,1,2,16,136
339,1,2,16,136
340,1,2,16,136
341,1,2,16,136
342,1,2,16,136
343,1,2,12,100
344,1,2,12,100
345,1,14,120,1024
346,1,2,16,136
347,1,2,16,136
348,1,2,16,136
349,1,2,16,136
350,1,2,16,136
351,1,2,16,136
352,1,14,120,1024
353,1,2,16,136
354,1,2,16,136
355,1,2,16,136
356,1,2,16,136
357,1,2,16,136
358,1,2,16,136
359,1,2,12,100
360,1,2,12,100
361,1,14,120,1024
362,1,2,16,136
363,1,2,16,136
364,1,2,16,136
365,1,2,16,136
366,1,2,16,136
367,1,2,16,136
368,1,14,120,1024
369,1,2,16,136
370,1,2,16,136
371,1,2,16,136
372,1,2,16,136
373,1,2,16,136
374,1,2,16,136
375,1,2,12,100
376,1,2,12,100
377,1,14,120,1024
378,1,2,16,136
379,1,2,16,136
380,1,2,16,136
381,1,2,16,136
382,1,2,16,136
383,1,2,16,136
384,1,14,120,1024
385,1,2,16,136
386,1,2,16,136
387,1,2,16,136
388,1,2,16,136
389,1,2,16,136
390,1,2,16,136
391,1,2,12,100
392,1,2,12,100
393,1,14,120,1024
394,1,2,16,136
395,1,2,16,136
396,1,2,16,136
397,1,2,16,136
398,1,2,16,136
399,1,2,16,136
400,1,14,120,1024
401,1,2,16,136
402,1,2,16,136
403,1,2,16,136
404,1,2,16,136
405,1,2,16,136
406,1,2,16,136
407,1,14,120,1024
408,1,2,16,136
409,1,2,16,136
410,1,2,16,136
411,1,2,16,136
412,1,2,16,136
413,1,2,16,136
414,1,2,12,100
415,1,2,12,100
416,1,14,120,1024
417,1,2,16,136
418,1,2,16,136
419,1,2,16,136
420,1,2,16,136
421,1,2,16,136
422,1,2,16,136
423,1,14,120,1024
424,1,2,16,136
425,1,2,16,136
426,1,2,16,136
427,1,2,16,136
428,1,2,16,136
429,1,2,16,136
430,1,2,12,100
431,1,2,12,100
432,1,14,120,1024
433,1,2,16,136
434,1,2,16,136
435,1,2,16,136
436,1,2,16,136
437,1,2,16,136
438,1,2,16,136
439,1,14,120,1024
440,1,2,16,136
441,1,2,16,136
442,1,2,16,136
443,1,2,16,136
444,1,2,16,136
445,1,2,16,136
446,1,2,12,100
447,1,2,12,100
448,1,14,120,1024
449,1,2,16,136
450,1,2,16,136
451,1,2,16,136
452,1,2,16,136
453,1,2,16,136
454,1,2,16,136
455,1,14,120,1024
456,1,2,16,136
457,1,2,16,136
458,1,2,16,136
459,1,2,16,136
460,1,2,16,136
461,1,2,16,136
462,1,2,12,100
463,1,2,12,100
464,1,14,120,1024
465,1,2,16,136
466,1,2,16,136
467,1,2,16,136
468,1,2,16,136
469,1,2,16,136
470,1,2,16,136
471,1,14,120,1024
472,1,2,16,136
473,1,2,16,136
474,1,2,16,136
475,1,2,16,136
476,1,2,16,136
477,1,2,16,136
478,1,2,12,100
479,1,2,12,100
480,1,14,120,1024
481,1,2,16,136
482,1,2,16,136
483,1,2,16,136
484,1,2,16,136
485,1,2,16,136
486,1,2,16,136
487,1,14,120,1024
488,1,2,16,136
489,1,2,16,136
490,1,2,16,136
491,1,2,16,136
492,1,2,16,136
493,1,2,16,136
494,1,2,12,100
495,1,2,12,100
496,1,14,120,1024
497,1,2,16,136
498,1,2,16,136
499,1,2,16,136
500,1,2,16,136
501,1,2,16,136
502,1,2,16,136
503,1,14,120,1024
504,1,2,16,136
505,1,2,16,136
506,1,2,16,136
507,1,2,16,136
508,1,2,16,136
509,1,2,16,136
510,1,14,120,1024
511,1,2,16,136
512,1,2,16,136
513,1,2,16,136
514,1,2,16,136
515,1,2,16,136
516,1,2,16,136
517,1,2,12,100
518,1,2,12,100
519,1,14,120,1024
520,1,2,16,136
521,1,2,16,136
522,1,2,16,136
523,1,2,16,136
524,1,2,16,136
525,1,2,16,136
526,1,14,120,1024
527,1,2,16,136
528,1,2,16,136
529,1,2,16,136
530,1,2,16,136
531,1,2,16,136
532,1,2,16,136
533,1,2,12,100
534,1,2,12,100
535,1,14,120,1024
536,1,2,16,136
537,1,2,16,136
538,1,2,16,136
539,1,2,16,136
540,1,2,16,136
541,1,2,16,136
542,1,14,120,1024
543,1,2,16,136
544,1,2,16,136
545,1,2,16,136
546,1,2,16,136
547,1,2,16,136
548,1,2,16,136
549,1,2,12,100
550,1,2,12,100
551,1,14,120,1024
552,1,2,16,136
553,1,2,16,136
554,1,2,16,136
555,1,2,16,136
556,1,2,16,136
557,1,2,16,136
558,1,14,120,1024
559,1,2,16,136
560,1,2,16,136
561,1,2,16,136
562,1,2,16,136
563,1,2,16,136
564,1,2,16,136
565,1,2,12,100
566,1,2,12,100
567,1,14,120,1024
568,1,2,16,136
569,1,2,16,136
570,1,2,16,136
571,1,2,16,136
572,1,2,16,136
573,1,2,16,136
574,1,14,120,1024
575,1,2,16,136
576,1,2,16,136
577,1,2,16,136
578,1,2,16,136
579,1,2,16,136
580,1,2,16,136
581,1,2,12,100
582,1,2,12,100
583,1,14,120,1024
584,1,2,16,136
585,1,2,16,136
586,1,2,16,136
587,1,2,16,136
588,1,2,16,136
589,1,2,16,136
590,1,14,120,1024
591,1,2,16,136
592,1,2,16,136
593,1,2,16,136
594,1,2,16,136
595,1,2,16,136
596,1,2,16,136
597,1,2,12,100
598,1,2,12,100
599,1,14,120,1024
600,1,2,16,136
601,1,2,16,136
602,1,2,16,136
603,1,2,16,136
604,1,2,16,136
605,1,2,16,136
606,1,14,120,1024
607,1,2,16,136
608,1,2,16,136
609,1,2,16,136
610,1,2,16,136
611,1,2,16,136
612,1,2,16,136
613,1,14,120,1024
614,1,2,16,136
615,1,2,16,136
616,1,2,16,136
617,1,2,16,136
618,1,2,16,136
619,1,2,16,136
620,1,2,12,100
621,1,2,12,100
622,1,14,120,1024
623,1,2,16,136
624,1,2,16,136
625,1,2,16,136
626,1,2,16,136
627,1,2,16,136
628,1,2,16,136
629,1,14,120,1024
630,1,2,16,136
631,1,2,16,136
632,1,2,16,136
633,1,2,16,136
634,1,2,16,136
635,1,2,16,136
636,1,2,12,100
637,1,2,12,100
638,1,14,120,1024
639,1,2,16,136
640,1,2,16,136
641,1,2,16,136
642,1,2,16,136
643,1,2,16,136
644,1,2,16,136
645,1,14,120,1024
646,1,2,16,136
647,1,2,16,136
648,1,2,16,136
649,1,2,16,136
650,1,2,16,136
651,1,2,16,136
652,1,2,12,100
653,1,2,12,100
654,1,14,120,1024
655,1,2,16,136
656,1,2,16,136
657,1,2,16,136
658,1,2,16,136
659,1,2,16,136
660,1,2,16,136
661,1,14,120,1024
662,1,2,16,136
663,1,2,16,136
664,1,2,16,136
665,1,2,16,136
666,1,2,16,136
667,1,2,16,136
668,1,2,12,100
669,1,2,12,100
670,1,14,120,1024
671,1,2,16,136
672,1,2,16,136
673,1,2,16,136
674,1,2,16,136
675,1,2,16,136
676,1,2,16,136
677,1,14,120,1024
678,1,2,16,136
679,1,2,16,136
680,1,2,16,136
681,1,2,16,136
682,1,2,16,136
683,1,2,16,136
684,1,2,12,100
685,1,2,12,100
686,1,14,120,1024
687,1,2,16,136
688,1,2,16,136
689,1,2,16,136
690,1,2,16,136
691,1,2,16,136
692,1,2,16,136
693,1,14,120,1024
694,1,2,16,136
695,1,2,16,136
696,1,2,16,136
697,1,2,16,136
698,1,2,16,136
699,1,2,16,136
700,1,2,12,100
701,1,2,12,100
702,1,14,120,1024
703,1,2,16,136
704,1,2,16,136
705,1,2,16,136
706,1,2,16,136
707,1,2,16,136
708,1,2,16,136
709,1,14,120,1024
710,1,2,16,136
711,1,2,16,136
712,1,2,16,136
713,1,2,16,136
714,1,2,16,136
715,1,2,16,136
716,1,14,120,1024
717,1,2,16,136
718,1,2,16,136
719,1,2,16,136
720,1,2,16,136
721,1,2,16,136
722,1,2,16,136
723,1,2,12,100
724,1,2,12,100
725,1,14,120,1024
726,1,2,16,136
727,1,2,16,136
728,1,2,16,136
729,1,2,16,136
730,1,2,16,136
731,1,2,16,136
732,1,14,120,1024
733,1,2,16,136
734,1,2,16,136
735,1,2,16,136
736,1,2,16,136
737,1,2,16,136
738,1,2,16,136
739,1,2,12,100
740,1,2,12,100
741,1,14,120,1024
742,1,2,16,136
743,1,2,16,136
744,1,2,16,136
745,1,2,16,136
746,1,2,16,136
747,1,2,16,136
748,1,14,120,1024
749,1,2,16,136
750,1,2,16,136
751,1,2,16,136
752,1,2,16,136
753,1,2,16,136
754,1,2,16,136
755,1,2,12,100
756,1,2,12,100
757,1,14,120,1024
758,1,2,16,136
759,1,2,16,136
760,1,2,16,136
761,1,2,16,136
762,1,2,16,136
763,1,2,16,136
764,1,14,120,1024
765,1,2,16,136
766,1,2,16,136
767,1,2,16,136
768,1,2,16,136
769,1,2,16,136
770,1,2,16,136
771,1,2,12,100
772,1,2,12,100
773,1,14,120,1024
774,1,2,16,136
775,1,2,16,136
776,1,2,16,136
777,1,2,16,136
778,1,2,16,136
779,1,2,16,136
780,1,14,120,1024
781,1,2,16,136
782,1,2,16,136
783,1,2,16,136
784,1,2,16,136
785,1,2,16,136
786,1,2,16,136
787,1,2,12,100
788,1,2,12,100
789,1,14,120,1024
790,1,2,16,136
791,1,2,16,136
792,1,2,16,136
793,1,2,16,136
794,1,2,16,136
795,1,2,16,136
796,1,14,120,1024
797,1,2,16,136
798,1,2,16,136
799,1,2,16,136
800,1,2,16,136
801,1,2,16,136
802,1,2,16,136
803,1,2,12,100
804,1,2,12,100
805,1,14,120,1024
806,1,2,16,136
807,1,2,16,136
808,1,2,16,136
809,1,2,16,136
810,1,2,16,136
811,1,2,16,136
812,1,14,120,1024
813,1,2,16,136
814,1,2,16,136
815,1,2,16,136
816,1,2,16,136
817,1,2,16,136
818,1,2,16,136
819,1,14,120,1024
820,1,2,16,136
821,1,2,16,136
822,1,2,16,136
823,1,2,16,136
824,1,2,16,136
825,1,2,16,136
826,1,2,12,100
827,1,2,12,100
828,1,14,120,1024
829,1,2,16,136
830,1,2,16,136
831,1,2,16,136
832,1,2,16,136
833,1,2,16,136
834,1,2,16,136
835,1,14,120,1024
836,1,2,16,136
837,1,2,16,136
838,1,2,16,136
839,1,2,16,136
840,1,2,16,136
841,1,2,16,136
842,1,2,12,100
843,1,2,12,100
844,1,14,120,1024
845,1,2,16,136
846,1,2,16,136
847,1,2,16,136
848,1,2,16,136
849,1,2,16,136
850,1,2,16,136
851,1,14,120,1024
852,1,2,16,136
853,1,2,16,136
854,1,2,16,136
855,1,2,16,136
856,1,2,16,136
857,1,2,16,136
858,1,2,12,100
859,1,2,12,100
860,1,14,120,1024
861,1,2,16,136
862,1,2,16,136
863,1,2,16,136
864,1,2,16,136
865,1,2,16,136
866,1,2,16,136
867,1,14,120,1024
868,1,2,16,136
869,1,2,16,136
870,1,2,16,136
871,1,2,16,136
872,1,2,16,136
873,1,2,16,136
874,1,2,12,100
875,1,2,12,100
876,1,14,120,1024
877,1,2,16,136
878,1,2,16,136
879,1,2,16,136
880,1,2,16,136
881,1,2,16,136
882,1,2,16,136
883,1,14,120,1024
884,1,2,16,136
885,1,2,16,136
886,1,2,16,136
887,1,2,16,136
888,1,2,16,136
889,1,2,16,136
890,1,2,12,100
891,1,2,12,100
892,1,14,120,1024
893,1,2,16,136
894,1,2,16,136
895,1,2,16,136
896,1,2,16,136
897,1,2,16,136
898,1,2,16,136
899,1,14,120,1024
900,1,2,16,136
901,1,2,16,136
902,1,2,16,136
903,1,2,16,136
904,1,2,16,136
905,1,2,16,136
906,1,2,12,100
907,1,2,12,100
